function_name,parent_type,file_path,approximate_line_range,visibility,async,throws,primary_purpose,inputs,outputs,calls_known,called_by_known,reads_files,writes_files,touches_userdefaults,touches_keychain,touches_icloud,touches_pcc_or_cloud,touches_storekit,background_sensitive,app_lifecycle_sensitive,relevance,risk_level,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
summarize,ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,95-177,internal,Yes,Yes,Method of ExtractiveSummarizationService,"
        query: String,
        chunks: [RetrievedChunk],
        maxWords: Int = 200
    ",ExtractiveSummary,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Method signatures extracted from ExtractiveSummarizationService
segmentIntoSentences,ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,182-195,internal,No,No,Method of ExtractiveSummarizationService,_ text: String,[String],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Method signatures extracted from ExtractiveSummarizationService
selectWithMMR,ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,200-261,internal,No,No,Method of ExtractiveSummarizationService,"
        sentences: [(sentence: String, chunkId: UUID, position: Int, page: Int?, score: Float, embedding: [Float])],
        maxSentences: Int,
        maxWords: Int
    ",[SelectedSentence],,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Method signatures extracted from ExtractiveSummarizationService
cosineSimilarity,ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,266-283,internal,No,No,Method of ExtractiveSummarizationService,"_ a: [Float], _ b: [Float]",Float,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Method signatures extracted from ExtractiveSummarizationService
calculateCoverage,ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,286-294,internal,No,No,Method of ExtractiveSummarizationService,"query: String, summary: String",Float,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Method signatures extracted from ExtractiveSummarizationService
quickSummary,ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,301-306,internal,Yes,Yes,Method of ExtractiveSummarizationService,"
        query: String,
        chunks: [RetrievedChunk]
    ",ExtractiveSummary,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Method signatures extracted from ExtractiveSummarizationService
detailedSummary,ExtractiveSummarizationService,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,309-314,internal,Yes,Yes,Method of ExtractiveSummarizationService,"
        query: String,
        chunks: [RetrievedChunk]
    ",ExtractiveSummary,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Extraction/ExtractiveSummarizationService.swift,scan_codebase.py,Method signatures extracted from ExtractiveSummarizationService
updateSettingsStore,QueryRuntimeCoordinator,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,113-115,internal,No,No,Method of QueryRuntimeCoordinator,_ store: SettingsStore?,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,scan_codebase.py,Method signatures extracted from QueryRuntimeCoordinator
resolveContext,QueryRuntimeCoordinator,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,130-289,internal,Yes,No,Method of QueryRuntimeCoordinator,"
        question: String,
        qualityModeOverride: RAGQualityMode?,
        isAppleFMService: Bool,
        isPCCSuppressed: Bool,
        cloudConsent: CloudConsentState,
        forceAgentic: Bool,
        inferenceConfig: InferenceConfig
    ",QueryRuntimeContext,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift,scan_codebase.py,Method signatures extracted from QueryRuntimeCoordinator
setupReRanker,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,53-98,internal,Yes,No,Method of RAGEngine,,,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
applyMMR,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,111-215,internal,Yes,No,Method of RAGEngine,"
        candidates: [RetrievedChunk],
        queryEmbedding _: [Float],
        topK: Int,
        lambda: Float = 0.7
    ",[RetrievedChunk],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
cosineSimilarityAccelerated,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,222-234,internal,No,No,Method of RAGEngine,"_ a: [Float], _ b: [Float]",Float,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
cosineSimilarity,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,237-239,internal,No,No,Method of RAGEngine,"_ a: [Float], _ b: [Float]",Float,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
formatContext,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,244-263,internal,Yes,No,Method of RAGEngine,_ chunks: [RetrievedChunk],String,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
rerank,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,269-384,internal,Yes,No,Method of RAGEngine,"
        chunks: [RetrievedChunk],
        query: String,
        topK: Int
    ",[RetrievedChunk],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
filterBySimilarity,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,387-403,internal,Yes,No,Method of RAGEngine,"
        chunks: [RetrievedChunk],
        min: Float
    ",[RetrievedChunk],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
assembleContext,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,411-601,internal,Yes,No,Method of RAGEngine,"
        chunks: [RetrievedChunk],
        maxChars: Int,
        compact: Bool = false,
        useLostInMiddleMitigation: Bool = true
    ) async -> (context: String, used: Int",,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
truncateAtSentence,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,604-626,internal,No,No,Method of RAGEngine,"_ text: String, maxChars: Int",String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
sanitizeForLanguageDetection,RAGEngine,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,631-1270,internal,No,No,Method of RAGEngine,_ text: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Method signatures extracted from RAGEngine
query,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService+KnowledgeRetrievalEngine.swift,4-13,internal,Yes,Yes,Method of RAGService,_ request: RetrievalRequest,RAGResponse,,,No,No,No,No,No,No,No,No,No,Medium,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService+KnowledgeRetrievalEngine.swift,scan_codebase.py,Method signatures extracted from RAGService
asyncFilter,Array,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,27-35,internal,Yes,No,Method of Array,_ isIncluded: @escaping (Element) async -> Bool,[Element],,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from Array
deterministic,UUID,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,39-52,internal,No,No,Method of UUID,from string: String,UUID,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from UUID
getDocumentName,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,370-372,internal,No,No,Method of RAGService,for documentId: UUID,String,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
intelligenceReport,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,376-379,internal,No,No,Method of RAGService,for containerId: UUID?,LibraryIntelligenceCenter.IntelligenceReport?,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
clearIntelligence,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,383-387,internal,No,No,Method of RAGService,for containerId: UUID,,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
refreshIntelligence,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,391-409,internal,No,No,Method of RAGService,"
        for containerId: UUID? = nil,
        force: Bool = false,
        allowSelfTuningScheduling: Bool = false
    ","Task<Void, Never>",,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
runVectorAudit,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,413-452,internal,Yes,No,Method of RAGService,for containerId: UUID? = nil,VectorStoreAudit?,,,No,No,No,No,No,No,No,No,No,Medium,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
generateIntelligenceSnapshot,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,454-508,internal,Yes,No,Method of RAGService,"
        for containerId: UUID?,
        force: Bool,
        allowSelfTuningScheduling: Bool
    ",,,,No,No,No,No,No,No,No,No,No,Medium,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
documentsForContainer,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,511-520,internal,No,No,Method of RAGService,_ containerId: UUID,[Document],,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
chatHistory,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,526-534,internal,No,No,Method of RAGService,for containerId: UUID?,[ChatMessage],,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
preloadChatHistory,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,537-553,internal,Yes,No,Method of RAGService,for containerId: UUID?,[ChatMessage],,,No,No,No,No,No,No,No,No,No,Medium,Medium,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
persistChatHistory,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,562-570,internal,No,No,Method of RAGService,"_ messages: [ChatMessage], for containerId: UUID?",,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
clearChatHistory,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,574-591,internal,No,No,Method of RAGService,for containerId: UUID?,,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
resetLLMSession,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,596-601,internal,No,No,Method of RAGService,,,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
cancelActiveGeneration,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,606-619,internal,No,No,Method of RAGService,resetSession: Bool = true,,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
resetDeepThinkLiveMetrics,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,627-634,internal,No,No,Method of RAGService,,,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
saveSessionTranscript,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,647-661,internal,No,No,Method of RAGService,for containerId: UUID? = nil,,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
restoreSessionTranscript,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,674-692,internal,No,No,Method of RAGService,for containerId: UUID? = nil,Bool,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
loadChatHistoryFromDisk,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,695-698,internal,No,No,Method of RAGService,for containerId: UUID,[ChatMessage],,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
readChatHistoryFromDisk,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,700-716,private,No,No,Method of RAGService,"at url: URL, containerId: UUID",[ChatMessage],,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
chatHistoryFileSize,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,718-721,private,No,No,Method of RAGService,at url: URL,Int?,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
quarantineOversizedChatHistory,RAGService,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,723-742,private,No,No,Method of RAGService,"at url: URL, containerId: UUID, fileSize: Int",,,,No,No,No,No,No,No,No,No,No,Medium,Low,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Method signatures extracted from RAGService
